divNo,mainCode,productCode,sumOfCases,startingStoreCount,year1,year2,year3,year4,year5,year6,fcYear1,fcYear2,fcYear3,fcYear4,fcYear5,fcYear6,supplierNo,lySales
16,100144,100144,525.0,139,2026,2027,2028,2029,2030,2031,73.4,77.6,87.1,100.5,90.9,95.5,10016,970
3,100144,100144,558.3,188,2026,2027,2028,2029,2030,2031,88.8,78.0,101.6,101.3,90.7,97.9,10016,1024
998,100145,100145,300.0,90,2026,2027,2028,2029,2030,2031,43.4,44.5,45.1,57.3,58.5,51.2,10008,991
7,100145,100145,299.7,244,2026,2027,2028,2029,2030,2031,43.3,53.8,47.5,50.1,48.4,56.6,10008,874
9,100145,100145,279.4,68,2026,2027,2028,2029,2030,2031,44.3,43.4,51.9,45.3,43.0,51.5,10008,1113
19,100146,100146,595.8,155,2026,2027,2028,2029,2030,2031,111.1,116.4,93.1,88.9,93.0,93.3,10016,4398
11,100146,100146,600.6,287,2026,2027,2028,2029,2030,2031,98.1,92.7,101.5,102.0,116.2,90.1,10016,3836
14,100146,100146,574.1,135,2026,2027,2028,2029,2030,2031,91.2,98.1,101.0,91.8,97.6,94.4,10016,2794
7,100146,100146,593.0,137,2026,2027,2028,2029,2030,2031,109.2,87.1,89.8,114.8,101.1,91.0,10016,2994
997,100147,100147,310.2,105,2026,2027,2028,2029,2030,2031,52.6,52.2,46.5,49.7,51.6,57.6,10020,632
20,100147,100147,310.2,198,2026,2027,2028,2029,2030,2031,57.1,47.4,55.3,55.4,46.8,48.2,10020,500
6,100147,100147,327.6,170,2026,2027,2028,2029,2030,2031,58.7,59.1,58.5,58.2,49.8,43.3,10020,684
13,100148,100148,7044.4,83,2026,2027,2028,2029,2030,2031,1158.6,1073.4,1201.2,981.6,1270.9,1358.7,10012,8411
16,100148,100148,6883.1,196,2026,2027,2028,2029,2030,2031,1072.8,1378.4,983.1,1245.7,1041.7,1161.4,10012,10555
999,100148,100148,7195.3,144,2026,2027,2028,2029,2030,2031,986.5,1159.6,1287.0,1328.2,1139.7,1294.3,10012,9891
4,100148,100148,7041.8,125,2026,2027,2028,2029,2030,2031,1259.7,977.2,1228.9,1131.4,1254.4,1190.2,10012,8783
20,100149,100149,708.2,292,2026,2027,2028,2029,2030,2031,127.5,127.2,99.3,130.9,125.1,98.2,10012,5068
18,100149,100149,642.4,215,2026,2027,2028,2029,2030,2031,110.4,98.1,111.2,114.5,97.7,110.5,10012,4211
19,100149,100149,667.8,172,2026,2027,2028,2029,2030,2031,98.7,124.1,104.1,134.9,105.5,100.5,10012,4647
999,100150,100150,289.8,174,2026,2027,2028,2029,2030,2031,48.7,47.2,54.4,47.4,43.6,48.5,10016,1801
7,100150,100150,325.0,144,2026,2027,2028,2029,2030,2031,57.0,50.7,51.8,56.9,58.2,50.4,10016,2123
8,100150,100150,326.9,70,2026,2027,2028,2029,2030,2031,59.0,56.7,59.0,43.6,58.1,50.5,10016,1681
11,100150,100150,283.7,88,2026,2027,2028,2029,2030,2031,45.6,59.3,43.8,45.4,44.5,45.1,10016,2204
1,100151,100151,950.4,66,2026,2027,2028,2029,2030,2031,166.3,143.4,155.4,160.9,172.1,152.3,10003,4108
10,100151,100151,1024.7,251,2026,2027,2028,2029,2030,2031,180.9,182.8,165.1,154.8,168.4,172.7,10003,5159
14,100151,100151,984.6,252,2026,2027,2028,2029,2030,2031,169.2,175.0,183.1,160.9,153.0,143.4,10003,5091
998,100151,100151,965.4,122,2026,2027,2028,2029,2030,2031,180.2,148.7,156.8,152.1,183.3,144.3,10003,5607
6,100152,100152,312.8,91,2026,2027,2028,2029,2030,2031,51.9,45.7,45.6,54.9,58.3,56.4,10017,1516
999,100152,100152,281.0,58,2026,2027,2028,2029,2030,2031,43.2,48.0,44.7,47.1,45.7,52.3,10017,1978
18,100153,100153,3950.3,89,2026,2027,2028,2029,2030,2031,550.7,529.8,725.5,690.4,729.1,724.8,10011,2600
6,100153,100153,3905.6,291,2026,2027,2028,2029,2030,2031,683.9,735.1,596.0,676.8,626.8,587.0,10011,4266
10,100153,100153,4107.7,78,2026,2027,2028,2029,2030,2031,739.1,668.5,697.1,681.8,723.6,597.6,10011,4216
4,100154,100154,901.6,99,2026,2027,2028,2029,2030,2031,132.2,164.2,142.8,150.2,148.5,163.7,10005,2910
10,100154,100154,917.0,221,2026,2027,2028,2029,2030,2031,142.9,181.3,145.9,132.1,159.9,154.9,10005,3533
16,100155,100155,406.6,145,2026,2027,2028,2029,2030,2031,75.5,74.7,62.5,57.7,73.5,62.7,10011,814
11,100155,100155,388.3,239,2026,2027,2028,2029,2030,2031,62.1,61.3,64.4,67.0,59.2,74.3,10011,1492
20,100155,100155,420.2,85,2026,2027,2028,2029,2030,2031,72.4,60.9,72.4,76.1,63.9,74.5,10011,1383
17,100155,100155,391.2,288,2026,2027,2028,2029,2030,2031,67.8,57.6,61.2,76.5,66.2,61.9,10011,1470
997,100156,100156,998.7,124,2026,2027,2028,2029,2030,2031,146.7,162.9,168.9,188.4,148.1,183.7,10005,5983
9,100156,100156,991.9,56,2026,2027,2028,2029,2030,2031,139.2,183.4,183.9,154.0,168.4,163.0,10005,6808
14,100156,100156,963.1,123,2026,2027,2028,2029,2030,2031,145.5,153.8,172.9,172.7,143.8,174.4,10005,5507
997,100157,100157,303.8,194,2026,2027,2028,2029,2030,2031,44.6,47.4,59.9,43.7,55.5,52.7,10018,1730
8,100157,100157,322.1,54,2026,2027,2028,2029,2030,2031,47.0,54.5,59.5,56.8,49.0,55.3,10018,2172
1,100157,100157,285.1,119,2026,2027,2028,2029,2030,2031,45.3,43.5,48.1,57.9,44.9,45.4,10018,1650
12,100158,100158,305.8,92,2026,2027,2028,2029,2030,2031,53.7,43.8,45.9,53.5,55.9,53.0,10012,615
2,100158,100158,326.1,74,2026,2027,2028,2029,2030,2031,57.8,57.0,54.5,47.8,54.5,54.5,10012,612
10,100158,100158,291.8,285,2026,2027,2028,2029,2030,2031,48.7,45.0,44.9,47.4,56.1,49.7,10012,747
17,100158,100158,293.1,262,2026,2027,2028,2029,2030,2031,44.3,45.2,46.4,45.8,58.2,53.2,10012,762
999,100159,100159,293.8,85,2026,2027,2028,2029,2030,2031,58.5,44.5,44.8,42.8,48.6,54.6,10007,1071
4,100159,100159,313.4,258,2026,2027,2028,2029,2030,2031,58.1,53.0,55.9,48.5,54.9,43.0,10007,694
14,100159,100159,307.7,158,2026,2027,2028,2029,2030,2031,44.8,54.6,54.5,47.9,46.2,59.7,10007,1003
15,100159,100159,299.6,253,2026,2027,2028,2029,2030,2031,56.2,43.9,56.1,55.8,43.2,44.4,10007,986
9,100160,100160,447.5,97,2026,2027,2028,2029,2030,2031,73.7,75.8,76.4,79.7,62.7,79.2,10015,2698
2,100160,100160,397.6,268,2026,2027,2028,2029,2030,2031,58.5,61.3,75.6,64.4,71.6,66.2,10015,2448
3,100160,100160,400.0,105,2026,2027,2028,2029,2030,2031,75.1,63.6,71.4,60.2,71.6,58.1,10015,2764
10,100160,100160,431.1,285,2026,2027,2028,2029,2030,2031,80.7,61.9,75.7,57.9,75.1,79.8,10015,2454
999,100161,100161,9113.0,154,2026,2027,2028,2029,2030,2031,1561.3,1276.3,1642.4,1716.2,1435.7,1481.1,10009,39742
19,100161,100161,8753.9,192,2026,2027,2028,2029,2030,2031,1717.9,1284.5,1277.8,1290.7,1606.0,1577.0,10009,58667
6,100161,100161,8763.7,265,2026,2027,2028,2029,2030,2031,1263.7,1470.8,1416.0,1452.3,1592.8,1568.1,10009,50027
15,100161,100161,8742.7,171,2026,2027,2028,2029,2030,2031,1501.1,1368.6,1652.8,1317.3,1257.3,1645.6,10009,65406
998,100162,100162,310.2,300,2026,2027,2028,2029,2030,2031,50.4,52.7,55.4,45.5,50.4,55.8,10010,310
16,100162,100162,329.4,153,2026,2027,2028,2029,2030,2031,59.9,60.8,44.5,60.8,49.4,54.0,10010,315
4,100162,100162,320.9,252,2026,2027,2028,2029,2030,2031,58.3,56.3,48.3,56.1,53.7,48.2,10010,481
998,100163,100163,907.3,109,2026,2027,2028,2029,2030,2031,179.3,154.3,135.2,151.4,133.9,153.2,10013,5815
20,100163,100163,870.3,147,2026,2027,2028,2029,2030,2031,134.6,132.7,130.3,131.1,163.1,178.5,10013,5738
13,100163,100163,932.7,176,2026,2027,2028,2029,2030,2031,144.7,143.4,160.2,167.4,162.2,154.8,10013,6348
16,100164,100164,307.5,160,2026,2027,2028,2029,2030,2031,47.1,48.5,57.5,52.1,59.2,43.1,10010,368
17,100164,100164,291.3,218,2026,2027,2028,2029,2030,2031,44.6,50.4,57.4,50.2,43.1,45.6,10010,364
6,100165,100165,303.7,225,2026,2027,2028,2029,2030,2031,44.9,55.0,51.0,44.4,54.3,54.1,10003,614
16,100165,100165,291.6,146,2026,2027,2028,2029,2030,2031,50.7,52.3,45.2,43.5,47.1,52.8,10003,642
14,100165,100165,299.8,139,2026,2027,2028,2029,2030,2031,48.7,59.6,48.1,43.0,43.3,57.1,10003,711
11,100166,100166,300.6,201,2026,2027,2028,2029,2030,2031,48.5,48.8,48.6,54.1,46.8,53.8,10013,450
13,100166,100166,297.3,218,2026,2027,2028,2029,2030,2031,54.5,57.7,44.5,45.5,51.9,43.2,10013,730
4,100166,100166,325.2,146,2026,2027,2028,2029,2030,2031,52.4,58.3,47.2,54.7,52.8,59.8,10013,625
14,100166,100166,295.2,257,2026,2027,2028,2029,2030,2031,48.1,44.2,51.0,54.6,46.1,51.2,10013,695
10,100167,100167,306.5,117,2026,2027,2028,2029,2030,2031,46.0,53.6,59.5,43.8,57.4,46.2,10009,655
12,100167,100167,312.8,74,2026,2027,2028,2029,2030,2031,59.9,49.5,46.5,55.5,44.1,57.3,10009,949
14,100167,100167,293.9,260,2026,2027,2028,2029,2030,2031,47.3,52.4,51.8,50.0,48.6,43.8,10009,792
18,100168,100168,1580.8,210,2026,2027,2028,2029,2030,2031,251.7,237.3,260.7,274.5,263.5,293.1,10011,2270
11,100168,100168,1628.8,289,2026,2027,2028,2029,2030,2031,291.4,266.1,233.9,300.2,280.8,256.4,10011,2191
7,100168,100168,1670.3,101,2026,2027,2028,2029,2030,2031,286.7,290.6,295.4,297.8,279.4,220.4,10011,1859
998,100169,100169,7992.3,118,2026,2027,2028,2029,2030,2031,1371.1,1189.3,1377.8,1399.2,1283.0,1371.9,10016,34307
10,100169,100169,7032.7,112,2026,2027,2028,2029,2030,2031,1288.1,1124.9,1269.3,1187.5,1065.0,1097.9,10016,33848
18,100170,100170,298.3,190,2026,2027,2028,2029,2030,2031,58.3,46.0,47.3,43.0,56.3,47.4,10016,483
14,100170,100170,312.1,204,2026,2027,2028,2029,2030,2031,57.4,59.4,51.0,42.8,57.5,44.0,10016,527
997,100170,100170,322.7,264,2026,2027,2028,2029,2030,2031,43.6,59.2,58.2,54.3,58.0,49.4,10016,680
19,100171,100171,332.2,276,2026,2027,2028,2029,2030,2031,58.8,51.6,57.0,59.1,58.8,46.9,10014,301
17,100171,100171,326.1,240,2026,2027,2028,2029,2030,2031,53.0,56.0,48.0,57.1,55.4,56.6,10014,336
4,100172,100172,1845.0,292,2026,2027,2028,2029,2030,2031,354.5,299.1,279.8,314.8,304.4,292.4,10017,1372
6,100172,100172,1777.8,171,2026,2027,2028,2029,2030,2031,310.2,302.8,279.0,282.3,335.1,268.4,10017,2019
7,100172,100172,1928.6,290,2026,2027,2028,2029,2030,2031,339.0,255.5,354.1,316.5,341.1,322.4,10017,1310
18,100173,100173,1038.8,149,2026,2027,2028,2029,2030,2031,189.7,156.3,181.5,142.8,184.5,184.0,10004,2706
13,100173,100173,1084.7,126,2026,2027,2028,2029,2030,2031,189.8,187.9,187.4,152.8,188.4,178.4,10004,3172
10,100173,100173,1067.6,58,2026,2027,2028,2029,2030,2031,185.9,187.3,171.4,185.3,178.9,158.8,10004,3319
997,100173,100173,1003.4,158,2026,2027,2028,2029,2030,2031,140.5,179.6,163.5,177.3,187.9,154.6,10004,4708
999,100174,100174,423.0,57,2026,2027,2028,2029,2030,2031,68.8,65.2,71.1,76.0,74.3,67.6,10017,2791
9,100174,100174,391.2,128,2026,2027,2028,2029,2030,2031,72.0,61.3,67.3,72.0,57.0,61.6,10017,2142
17,100175,100175,436.0,131,2026,2027,2028,2029,2030,2031,76.1,73.0,71.5,73.4,69.8,72.2,10019,745
999,100175,100175,379.8,71,2026,2027,2028,2029,2030,2031,74.0,57.4,58.3,67.7,61.7,60.7,10019,728
13,100176,100176,329.9,299,2026,2027,2028,2029,2030,2031,46.4,59.1,58.7,53.8,53.5,58.4,10012,586
19,100176,100176,299.3,295,2026,2027,2028,2029,2030,2031,47.1,57.4,43.4,53.3,53.0,45.1,10012,552
17,100177,100177,594.8,241,2026,2027,2028,2029,2030,2031,99.2,90.1,89.3,114.6,110.1,91.5,10002,773
14,100177,100177,614.9,157,2026,2027,2028,2029,2030,2031,86.9,111.5,102.8,116.2,92.1,105.4,10002,627
15,100177,100177,587.5,199,2026,2027,2028,2029,2030,2031,109.4,83.4,115.6,90.4,97.8,90.9,10002,861
998,100177,100177,573.0,232,2026,2027,2028,2029,2030,2031,98.0,82.8,87.0,93.4,106.0,105.8,10002,721
9,100178,100178,374.5,221,2026,2027,2028,2029,2030,2031,63.7,53.0,71.7,61.9,59.4,64.8,10013,468
3,100178,100178,365.9,151,2026,2027,2028,2029,2030,2031,64.6,67.8,52.8,57.3,65.1,58.3,10013,403
4,100178,100178,351.9,136,2026,2027,2028,2029,2030,2031,54.7,70.9,52.7,55.7,55.5,62.4,10013,448
17,100179,100179,1052.7,241,2026,2027,2028,2029,2030,2031,161.9,160.4,155.8,161.1,207.9,205.6,10013,3958
14,100179,100179,1161.9,161,2026,2027,2028,2029,2030,2031,180.1,209.9,169.6,205.3,211.4,185.6,10013,5337
16,100180,100180,309.1,59,2026,2027,2028,2029,2030,2031,58.6,55.1,57.6,44.3,46.0,47.5,10012,1202
5,100180,100180,306.1,231,2026,2027,2028,2029,2030,2031,46.3,51.7,45.4,59.3,52.2,51.2,10012,1268
18,100180,100180,295.7,122,2026,2027,2028,2029,2030,2031,51.5,45.4,56.2,46.0,49.6,47.0,10012,989
9,100181,100181,981.7,156,2026,2027,2028,2029,2030,2031,174.3,158.2,158.1,178.5,155.1,157.5,10013,1502
19,100181,100181,892.8,81,2026,2027,2028,2029,2030,2031,140.4,153.7,132.5,144.8,142.4,179.0,10013,1123
4,100182,100182,317.4,51,2026,2027,2028,2029,2030,2031,43.9,57.0,54.0,50.4,59.2,52.9,10012,359
11,100182,100182,324.6,254,2026,2027,2028,2029,2030,2031,43.3,53.4,50.4,59.1,60.0,58.4,10012,416
5,100182,100182,278.8,293,2026,2027,2028,2029,2030,2031,46.2,43.4,53.8,48.2,43.5,43.7,10012,424
1,100182,100182,286.2,103,2026,2027,2028,2029,2030,2031,44.1,47.0,46.7,56.0,49.5,42.9,10012,319
997,100183,100183,3698.3,141,2026,2027,2028,2029,2030,2031,535.5,634.1,621.3,657.8,654.3,595.3,10009,22201
5,100183,100183,3599.2,158,2026,2027,2028,2029,2030,2031,640.2,577.5,573.0,650.7,570.4,587.4,10009,15230
4,100183,100183,3295.8,299,2026,2027,2028,2029,2030,2031,559.8,549.2,513.4,600.7,495.1,577.6,10009,19754
999,100184,100184,527.1,255,2026,2027,2028,2029,2030,2031,102.3,90.0,93.7,76.5,88.2,76.4,10012,1029
5,100184,100184,530.1,62,2026,2027,2028,2029,2030,2031,78.5,77.8,101.4,99.6,89.9,82.9,10012,1075
17,100185,100185,1053.9,246,2026,2027,2028,2029,2030,2031,167.1,170.1,185.2,190.6,163.7,177.2,10013,4040
14,100185,100185,951.7,274,2026,2027,2028,2029,2030,2031,149.5,181.7,153.4,153.5,165.9,147.7,10013,4526
15,100186,100186,3122.8,204,2026,2027,2028,2029,2030,2031,569.8,487.6,589.2,570.2,464.7,441.3,10001,7746
998,100186,100186,2950.7,167,2026,2027,2028,2029,2030,2031,546.1,503.9,430.7,497.1,429.9,543.0,10001,10095
20,100186,100186,3360.2,142,2026,2027,2028,2029,2030,2031,580.5,597.6,533.5,513.2,536.4,599.0,10001,10089
10,100187,100187,326.7,87,2026,2027,2028,2029,2030,2031,50.4,62.5,60.1,50.4,47.3,56.0,10019,1078
3,100187,100187,334.5,171,2026,2027,2028,2029,2030,2031,55.1,58.8,62.0,50.4,52.5,55.7,10019,943
5,100187,100187,332.6,165,2026,2027,2028,2029,2030,2031,49.0,64.1,61.0,55.3,56.1,47.1,10019,1040
1,100187,100187,324.6,232,2026,2027,2028,2029,2030,2031,50.6,57.7,62.8,47.7,46.9,58.9,10019,949
19,100188,100188,3022.4,281,2026,2027,2028,2029,2030,2031,569.8,409.9,470.2,489.1,524.2,559.2,10005,6783
20,100188,100188,2843.5,278,2026,2027,2028,2029,2030,2031,484.9,522.5,491.6,473.9,456.3,414.3,10005,6207
18,100188,100188,2947.9,91,2026,2027,2028,2029,2030,2031,551.6,423.2,507.3,511.2,478.3,476.3,10005,4974
15,100189,100189,329.7,169,2026,2027,2028,2029,2030,2031,51.4,52.8,54.5,58.6,57.4,55.0,10016,934
8,100189,100189,328.6,253,2026,2027,2028,2029,2030,2031,47.6,54.9,59.3,57.1,54.3,55.4,10016,1180
10,100190,100190,2031.8,156,2026,2027,2028,2029,2030,2031,379.3,369.5,305.3,313.7,362.1,301.9,10017,15539
999,100190,100190,2085.8,223,2026,2027,2028,2029,2030,2031,348.8,317.9,356.3,409.1,332.7,321.0,10017,9761
11,100191,100191,553.6,247,2026,2027,2028,2029,2030,2031,79.9,90.0,87.7,103.0,96.7,96.3,10017,843
14,100191,100191,529.1,287,2026,2027,2028,2029,2030,2031,81.2,77.7,93.9,88.6,93.3,94.4,10017,872
4,100191,100191,585.5,269,2026,2027,2028,2029,2030,2031,97.1,102.1,95.8,102.4,96.6,91.5,10017,872
20,100191,100191,540.5,90,2026,2027,2028,2029,2030,2031,97.9,74.4,76.3,92.1,99.3,100.5,10017,782
17,100192,100192,328.7,246,2026,2027,2028,2029,2030,2031,58.1,52.2,48.5,61.9,54.2,53.8,10017,456
16,100192,100192,327.3,156,2026,2027,2028,2029,2030,2031,61.7,54.9,51.3,49.1,50.9,59.4,10017,593
4,100192,100192,332.6,155,2026,2027,2028,2029,2030,2031,58.5,48.8,60.1,53.9,50.2,61.1,10017,810
5,100192,100192,359.3,247,2026,2027,2028,2029,2030,2031,62.9,63.9,55.7,58.8,63.7,54.3,10017,457
3,100193,100193,298.9,300,2026,2027,2028,2029,2030,2031,50.1,49.4,43.1,58.6,45.1,52.6,10015,1942
11,100193,100193,312.3,191,2026,2027,2028,2029,2030,2031,55.0,54.1,51.6,47.7,49.5,54.4,10015,2203
13,100193,100193,320.1,87,2026,2027,2028,2029,2030,2031,55.1,48.0,48.5,57.0,58.3,53.2,10015,2016
6,100193,100193,313.3,277,2026,2027,2028,2029,2030,2031,50.3,46.1,52.0,56.3,53.9,54.7,10015,2136
7,100194,100194,571.9,104,2026,2027,2028,2029,2030,2031,93.4,88.8,99.1,104.2,92.9,93.5,10011,2448
10,100194,100194,547.6,201,2026,2027,2028,2029,2030,2031,93.9,92.9,100.3,81.5,77.4,101.6,10011,2770
3,100194,100194,573.6,116,2026,2027,2028,2029,2030,2031,102.7,86.1,89.8,92.4,99.6,103.0,10011,3486
2,100194,100194,528.7,166,2026,2027,2028,2029,2030,2031,87.7,78.0,97.0,80.4,85.9,99.7,10011,2926
19,100195,100195,368.7,250,2026,2027,2028,2029,2030,2031,68.6,63.1,61.2,62.4,57.4,56.0,10014,1262
999,100195,100195,351.4,99,2026,2027,2028,2029,2030,2031,62.0,53.0,57.9,65.4,52.3,60.8,10014,1267
5,100196,100196,394.9,144,2026,2027,2028,2029,2030,2031,74.1,57.1,56.7,75.5,66.1,65.4,10010,862
999,100196,100196,418.7,162,2026,2027,2028,2029,2030,2031,64.4,68.0,73.0,75.1,68.5,69.7,10010,868
14,100196,100196,405.5,167,2026,2027,2028,2029,2030,2031,76.8,71.9,64.7,59.0,66.8,66.3,10010,606
17,100197,100197,353.2,268,2026,2027,2028,2029,2030,2031,60.6,51.7,54.3,62.7,70.4,53.5,10005,453
4,100197,100197,353.1,127,2026,2027,2028,2029,2030,2031,53.5,63.0,51.8,54.2,58.8,71.8,10005,420
999,100197,100197,361.1,122,2026,2027,2028,2029,2030,2031,51.6,54.0,67.5,59.9,70.7,57.4,10005,398
7,100197,100197,370.5,196,2026,2027,2028,2029,2030,2031,68.2,61.3,53.6,58.3,69.3,59.8,10005,425
13,100198,100198,310.4,236,2026,2027,2028,2029,2030,2031,46.6,46.7,55.8,58.1,56.3,46.9,10004,1117
16,100198,100198,320.6,295,2026,2027,2028,2029,2030,2031,58.8,56.3,51.7,48.4,51.4,54.0,10004,1375
20,100198,100198,294.9,247,2026,2027,2028,2029,2030,2031,52.3,49.2,45.8,47.2,44.7,55.7,10004,1403
997,100199,100199,426.8,178,2026,2027,2028,2029,2030,2031,75.8,66.5,71.4,75.8,66.1,71.2,10001,2852
18,100199,100199,377.6,230,2026,2027,2028,2029,2030,2031,57.1,75.4,58.4,54.8,72.0,59.9,10001,2772
3,100199,100199,384.7,289,2026,2027,2028,2029,2030,2031,67.4,56.3,66.4,61.6,67.6,65.4,10001,1644
7,100199,100199,380.3,75,2026,2027,2028,2029,2030,2031,64.2,63.7,73.7,61.5,60.2,57.0,10001,2361
